chapter,verse,en,ar
1,21,"And when king Sennacherib was come back, fleeing from Judea by reason of the slaughter that God had made about him for his blasphemy, and being angry slew many of the children of Israel, Tobias buried their bodies.", وَلَمَّا قَفَلَ الْمَلِكُ سَنْحَارِيبُ مِنْ أَرْضِ يَهُوذَا هَارِباً مِنَ الضَّرْبَةِ الَّتِي حَاقَهُ اللهُ بِهَا بِسَبَبِ تَجْدِيفِهِ، وَطَفِقَ لِحَنَقِهِ يَقْتُلُ كَثِيرِينَ مِنْ بَنِي إِسْرَائِيلَ؛ كَانَ طُوبِيَّا يدْفِنُ أَجْسَادَهُمْ.
1,22,"But when it was told the king, he commanded him to be slain, and took away all his substance.", فَنَمَى ذلِكَ إِلَى الْمَلِكِ، فَأَمَرَ بِقَتْلِهِ وَضَبَطَ جَمِيعَ مَالِهِ.
1,23,"But Tobias fleeing naked away with his son and with his wife, lay concealed, for many loved him.",فَهَرَبَ طُوبِيَّا بِوَلَدِهِ وَزَوْجَتِهِ عَارِياً وَاخْتَبَأَ لأَنَّ كَثِيرِينَ كَانُوا يُحِبُّونَهُ.
1,24,"But after forty-five days, the king was killed by his own sons.", وَكَانَ بَعْدَ خَمْسَةٍ وَأَرْبَعِينَ يَوْماً أَنْ قَتَلَ الْمَلِكَ ابْنَاهُ،
1,25,"And Tobias returned to his house, and all his substance was restored to him.", فَعَادَ طُوبِيَّا إِلَى مَنْزِلِهِ، وَرُدَّ عَلَيْهِ كُلُّ مَالِهِ.
2,1,"But after this, when there was a festival of the Lord, and a good dinner was prepared in Tobias's house,",وَكَانَ بَعْدَ ذلِكَ فِي يَوْمِ عِيدِ الرَّبِّ أَنْ صُنِعَتْ مَأْدُبَةٌ عَظِيمَةٌ فِي بَيْتِ طُوبِيَّا.
2,2,"He said to his son: Go, and bring some of our tribe that fear God, to feast with us.",فَقَالَ لاِبْنِهِ: «هَلُمَّ فَادْعُ بَعْضاً مِنْ سِبْطِنَا مِنَ الْمُتَّقِينَ للهِ لِيَأْكُلُوا مَعَنَا».
2,3,"And when he had gone, returning he told him, that one of the children of Israel lay slain in the street. And he forthwith leaped up from his place at the table, and left his dinner, and came fasting to the body:", فَانْطَلَقَ ثُمَّ عَادَ فَأَخْبَرَهُ أَنَّ وَاحِداً مِنْ بَنِي إِسْرَائِيلَ مَذْبُوحٌ مُلْقًى فِي السُّوقِ. فَلَمَّا سَمِعَ طُوبِيَّا، نَهَضَ مِنْ مَوْضِعِهِ مُسْرِعاً، وَتَرَكَ الْعَشَاءَ، وَبَلَغَ الْجُثَّةَ وَهُوَ صَائِمٌ،
2,4,"And taking it up carried it privately to his house, that after the sun was down, he might bury him cautiously.",فَرَفَعَهَا وَحَمَلَهَا إِلَى بَيْتِهِ سِرًّا لِيَدْفِنَهَا بِالتَّحَفُّظِ بَعْدَ مَغِيبِ الشَّمْسِ.
2,5,"And when he had hid the body, he ate bread with mourning and fear,",وَبَعْدَ أَنْ خَبَأَ الْجُثَّةَ أَكَلَ الطَّعَامَ بَاكِياً مُرْتَعِداً.
2,6,Remembering the word which the Lord spoke by Amos the prophet: Your festival days shall be turned into lamentation and mourning.,فَذَكَرَ الْكَلاَمَ الَّذِي تَكَلَّمَ بِهِ الرَّبُّ عَلَى لِسَانِ عَامُوسَ النَّبِيِّ: «أَيَّامُ أَعْيَادِكُمْ تَتَحَوَّلُ إِلَى عَوِيلٍ وَنَحِيبٍ».
2,7,"So when the sun was down, he went and buried him.", وَلَمَّا غَرَبَتِ الشَّمْسُ، ذَهَبَ وَدَفَنَهَا.
2,8,"Now all his neighbours blamed him, saying: Once already commandment was given for thee to be slain because of this matter, and thou didst scarce escape the sentence of death, and dost thou again bury the dead?", وَكَانَ جَمِيعُ ذَوِي قَرَابَتِهِ يَلُومُونَهُ قَائِلِينَ: «لأَجْلِ هذَا أُمِرَ بِقَتْلِكَ، وَمَا كِدْتَ تَنْجُو مِنْ قَضَاءِ الْمَوْتِ حَتَّى عُدْتَ تَدْفِنُ الْمَوْتَى».
2,9,"But Tobias fearing God more than the king, carried off the bodies of them that were slain, and hid them in his house, and at midnight buried them.", وَأَمَّا طُوبِيَّا، فَإِذْ كَانَ خَوْفُهُ مِنَ اللهِ أَعْظَمَ مِنْ خَوْفِهِ مِنَ الْمَلِكِ، كَانَ لاَ يَزَالُ يَخْطَفُ جُثَثَ الْقَتْلَى وَيَخْبَأُهَا فِي بَيْتِهِ، فَيَدْفِنُهَا عِنْدَ انْتِصَافِ اللَّيْلِ.
2,10,"Now it happened one day, that being wearied with burying, he came to his house, and cast himself down by the wall and slept,", وَاتَّفَقَ فِي بَعْضِ الأَيَّامِ، وَقَدْ تَعِبَ مِنْ دَفْنِ الْمَوْتَى، أَنَّهُ وَافَى بَيْتَهُ، فَرَمَى بِنَفْسِهِ إِلَى جَانِبِ الْحَائِطِ وَنَامَ.
2,11,"And as he was sleeping, hot dung out of a swallow's nest fell upon his eyes, and he was made blind.",فَوَقَعَ ذَرْقٌ مِنْ عُشِّ خُطَّافٍ فِي عَيْنَيْهِ وَهُوَ سُخْنٌ فَعَمِيَ.
2,12,"Now this trial the Lord therefore permitted to happen to him, that an example might be given to posterity of his patience, as also of holy Job.",وَإِنَّمَا أَذِنَ الرَّبُّ أَنْ تَعْرِضَ لَهُ هذِهِ التَّجْرِبَةُ لِتَكُونَ لِمَنْ بَعْدَهُ قُدْوَةَ صَبْرِهِ كَأَيُّوبَ الصِّدِّيقِ.
2,13,"For whereas he had always feared God from his infancy, and kept his commandments, he repined not against God because the evil of blindness had befallen him,", فَإِنَّهُ إِذْ كَانَ لَمْ يَنْفَكَّ عَنْ تَقْوَى اللهِ مُنْذُ صِغَرِهِ وَحَافِظاً لِوَصَايَاهُ، لَمْ يَكُنْ يَتَذَمَّرُ عَلَى اللهِ لِمَا نَالَهُ مِنْ بَلْوَى الْعَمَى،
2,14,"But continued immoveable in the fear of God, giving thanks to God all the days of his life.", وَلكِنَّهُ ثَبَتَ فِي خَوْفِ اللهِ، شَاكِراً لَهُ طُولَ أَيَّامِ حَيَاتِهِ.
2,15,"For as the kings insulted over holy Job: so his relations and kinsmen mocked at his life, saying:", وَكَمَا كَانَ الْقِدِّيسُ أَيُّوبُ يُعَيِّرُهُ الْمُلُوكُ، كَانَ أَنْسِبَاءُ هذَا وَذَوُوهُ يَسْخَرُونَ مِنْ عِيشَتِهِ قَائِلِينَ:
2,16,"Where is thy hope, for which thou gavest alms, and buriedst the dead?",«أَيْنَ رَجَاؤُكَ الَّذِي لأَجْلِهِ كُنْتَ تَبْذُلُ الصَّدَقَاتِ وَتَدْفِنُ الْمَوْتَى؟»
2,17,"But Tobias rebuked them, saying: Speak not so:", فَيَزْجُرُهُمْ طُوبِيَّا قَائِلاً: «لاَ تَتَكَلَّمُوا كَذَا،
2,18,"For we are the children of the saints, and look for that life which God will give to those that never change their faith from him.", فَإِنَّمَا نَحْنُ بَنُو الْقِدِّيسِينَ، وَإِنَّمَا نَنْتَظِرُ تِلْكَ الْحَيَاةَ الَّتِي يَهَبُهَا اللهُ لِلَّذِينَ لاَ يَصْرِفُونَ إِيمَانَهُمْ عَنْهُ أَبَداً».
2,19,"Now Anna his wife went daily to weaving work, and she brought home what she could get for their living by the labour of her hands.",وَكَانَتْ حَنَّةُ امْرَأَتُهُ تَذْهَبُ كُلَّ يَوْمٍ إِلَى الْحَاكَةِ وَتَأْتِي مِنْ تَعَبِ يَدَيْهَا بِمَا يَتَأَتَّى لَهَا تَحْصِيلُهُ مِنَ الْمِيرَةِ.
2,20,"Whereby it came to pass, that she received a young kid, and brought it home:", وَاتَّفَقَ أَنَّهَا أَخَذَتْ جَدْياً وَحَمَلَتْهُ إِلَى الْبَيْتِ،
2,21,"And when her husband heard it bleating, he said: Take heed, lest perhaps it be stolen: restore ye it to its owners, for it is not lawful for us either to eat or to touch any thing that cometh by theft.", فَلَمَّا سَمِعَ بَعْلُهَا صَوْتَ ثُغَاءِ الْجَدْيَ قَالَ: «انْظُرُوا لَعَلَّهُ يَكُونُ مَسْرُوقاً فَرُدُّوهُ عَلَى أَرْبَابِهِ، إِذْ لاَ يَحِلُّ لَنَا أَنْ نَأْكُلَ وَلاَ نَلْمُسَ شَيْئاً مَسْرُوقاً».
2,22,"At these words his wife being angry answered: It is evident thy hope is come to nothing, and thy alms now appear. And with these, and other such like words she upbraided him.", فَأَجَابَتْهُ امْرَأَتُهُ وَهِيَ مُغْضَبَةٌ: «قَدْ وَضَحَ بُطْلاَنُ رَجَائِكَ، وَصَدَقَاتُكَ الآنَ قَدْ عُرِفَتْ». وَبِهذَا الْكَلاَمِ وَمِثْلِهِ كَانَتْ تُعَيِّرُهُ.
3,1,"Then Tobias sighed, and began to pray with tears,",حِينَئِذٍ أَنَّ طُوبِيَّا وَطَفِقَ يُصَلِّي بِدُمُوعٍ
3,2," Saying: Thou art just, O Lord, and all thy judgments are just, and all thy ways mercy, and truth, and judgment:",وَقَالَ: «عَادِلٌ أَنْتَ أَيُّهَا الرَّبُّ وَجَمِيعُ أَحْكَامِكَ مُسْتَقِيمَةٌ وَطُرْقُكَ كُلُّهَا رَحْمَةٌ وَحَقٌّ وَحُكْمٌ.
3,3," And now, O Lord, think of me, and take not revenge of my sins, neither remember my offenses, nor those of my parents.", فَالآنَ اذْكُرْنِي يَا رَبِّ، وَلاَ تَنْتَقِمْ عَنْ خَطَايَايَ، وَلاَ تَذْكُرْ ذُنُوبِي وَلاَ ذُنُوبَ آبَائِي،
3,4," For we have not obeyed thy commandments, therefore are we delivered to spoil and to captivity, and death, and are made a fable, and a reproach to all nations, amongst which thou hast scattered us.", لأَنَّا لَمْ نُطِعْ أَوَامِرَكَ، فَلأَجْلِ ذلِكَ أُسْلِمْنَا إِلَى النَّهْبِ وَالْجَلاَءِ وَالْمَوْتِ، وَأَصْبَحْنَا أُحْدُوثَةً وَعَاراً فِي جَمِيعِ الأُمَمِ الَّتِي بَدَّدْتَنَا بَيْنَهَا.
3,5," And now, O Lord, great are thy judgments, because we have not done according to thy precepts, and have not walked sincerely before thee:", فَالآنَ يَا رَبِّ، عَظِيمَةٌ أَحْكَامُكَ، لأَنَّا لَمْ نَعْمَلْ بِحَسَبِ وَصَايَاكَ، وَلاَ سَلَكْنَا بِخُلُوصٍ أَمَامَكَ.
3,6," And now, O Lord, do with me according to thy will, and command my spirit to be received in peace: for it is better for me to die, than to live.", وَالآنَ يَا رَبِّ، بِحَسَبِ مَشِيئَتِكَ اصْنَعْ بِي وَمُرْ أَنْ تُقْبَضَ رُوحِي بِسَلاَمٍ لأَنَّ الْمَوْتَ لِي خَيْرٌ مِنَ الْحَيَاةِ».
3,7," Now it happened on the same day, that Sara daughter of Raguel, in Rages a city of the Medes, received a reproach from one of her father's servant maids,", وَاتَّفَقَ فِي ذلِكَ الْيَوْمِ عَيْنِهِ أَنَّ سَارَةَ بْنَةَ رَعُوئِيلَ فِي رَاجِيسَ مَدِينَةِ الْمَادِيِّينَ سَمِعَتْ هِيَ أَيْضاً تَعْيِيراً مِنْ إِحْدَى جَوَارِي أَبِيهَا،
3,8," Because she had been given to seven husbands, and a devil named Asmodeus had killed them, at their first going in unto her.", لأَنَّهُ كَانَ قَدْ عُقَدِ لَهَا عَلَى سَبْعَةِ رِجَالٍ، وَكَانَ شَيْطَانٌ اسْمُهُ أَزْمُودَاوُسُ يَقْتُلُهُمْ عَلَى أَثَرِ دُخُولِهِمْ عَلَيْهَا فِي الْحَالِ.
3,9," So when she reproved the maid for her fault, she answered her, saying: May we never see son, or daughter of thee upon the earth, thou murderer of thy husbands.", وَإِذْ كَانَتْ تَنْتَهِرُ الْجَارِيَةَ لِذَنْبٍ أَجَابَتْهَا قَائِلَةً: «لاَ رَأَيْنَا لَكِ ابْنَا وَلاَ ابْنَةً عَلَى الأَرْضِ، يَا قَاتِلَةَ أَزْوَاجِهَا.
3,10,"Wilt thou kill me also, as thou hast already killed seven husbands? At these words she went into an upper chamber of her house: and for three days and three nights did neither eat nor drink:", أَتُرِيدِينَ أَنْ تَقْتُلِينِي كَمَا قَتَلْتِ سَبْعَةَ رِجَالٍ». فَلَمَّا سَمِعَتْ هذَا الْكَلاَمَ صَعِدَتْ إِلَى عُلِّيَّةِ بَيْتِهَا، فَأَقَامَتْ ثَلاَثَةَ أَيَّامٍ وَثَلاَثَ لَيَالٍ لاَ تَأْكُلُ وَلاَ تَشْرَبُ،
3,11," But continuing in prayer with tears besought God, that he would deliver her from this reproach.",بَلِ اسْتَمَرَّتْ تُصَلِّي وَتَتَضَرَّعُ إِلَى اللهِ بِدُمُوعٍ أَنْ يَكْشِفَ عَنْهَا هذَا الْعَارَ.
3,12," And it came to pass on the third day, when she was making an end of her prayer, blessing the Lord,", وَلَمَّا أَتَمَّتْ صَلاَتَهَا فِي الْيَوْمِ الثَّالِثِ وَبَارَكَتِ الرَّبَّ،
3,13,"She said: Blessed is thy name, O God of our fathers: who when thou hast been angry, wilt shew mercy, and in the time of tribulation forgivest the sins of them that call upon thee.", قَالَت: «تَبَارَكَ اسْمُكَ يَا إِلهَ آبَائِنَا الَّذِي بَعْدَ غَضَبِهِ يَصْنَعُ الرَّحْمَةَ، وَفِي زَمَانِ الْبُؤْسِ يَغْفِرُ الْخَطَايَا لِلَّذِينَ يَدْعُونَهُ.
3,14," To thee, O Lord, I turn my face, to thee I direct my eyes.", إِلَيْكَ يَا رَبِّ أُقْبِلُ بِوَجْهِي، وَإِلَيْكَ أَصْرِفُ نَاظِرَيَّ.
3,15," I beg, O Lord, that thou loose me from the bond of this reproach, or else take me away from the earth.",أَتَوَسَّلُ إِلَيْكَ يَا رَبِّ أَنْ تَحُلَّنِي مِنْ وِثَاقِ هذَا الْعَارِ أَوْ تَأْخُذَنِي عَنِ الأَرْضِ.
3,16," Thou knowest, O Lord, that I never coveted a husband, and have kept my soul clean from all lust.", أَنَّك يَا رَبِّ عَالِمٌ بَأَنِي لَمْ أَشْتَهِ رَجُلاً قَطُّ، وَأَنِّي قَدْ صُنْتُ نَفْسِي مُنَزَّهَةً عَنْ كُلِّ شَهْوَةٍ،
3,17,Never have I joined myself with them that play: neither have I made myself partaker with them that walk in lightness., وَلَمْ أَكُنْ قَطُّ أُمَازِجُ أَرْبَابَ الْمَلاَهِي، وَلاَ أُعَاشِرُ السَّالِكِينَ بِالطَّيْشِ،
3,18," But a husband I consented to take, with thy fear, not with my lust.",وَإِنَّمَا رَضِيتُ بِأَنْ أَتَّخِذَ رَجُلاً لِخَوْفِكَ لاَ لِشَهْوَتِي.
3,19,"And either I was unworthy of them, or they perhaps were not worthy of me: because perhaps thou hast kept me for another man.", وَلَعَلِّي لَمْ أَكُنْ مُسْتَأْهِلَةً لَهُمْ أَوْ لَمْ يَكُونُوا مُسْتَحِقِّينَ لِي، فَلَعَلَّكَ أَبْقَيْتَنِي لِبَعْلٍ آخَرَ،
3,20,For thy counsel is not in man's power.,لأَنَّ مَشُورَتَكَ لاَ يُدْرِكُهَا إِنْسَانٌ.
3,21," But this every one is sure of that worshippeth thee, that his life, if it be under trial, shall be crowned: and if it be under tribulation, it shall be delivered: and if it be under correction, it shall be allowed to come to thy mercy.", عَلَى أَنَّ مَنْ يَعْبُدُكَ يُوقِنُ أَنَّ حَيَاتَهُ إِنِ انْقَضَتْ بِالْمِحَنِ فَسَتَفُوزُ بِإِكْلِيلِهَا، وَإِنْ حَلَّتْ بِهِ شِدَّةٌ فَسَيُنْقَذُ، وَإِنْ عُرِضَ عَلَى التَّأْدِيبِ فَلَهُ أَنْ يَرْجِعَ إِلَى رَحْمَتِكَ؛
3,22," For thou art not delighted in our being lost: because after a storm thou makest a calm, and after tears and weeping thou pourest in joyfulness.", لأَنَّكَ لاَ تُسَرُّ بِهَلاَكِنَا، فَتُلْقِي السَّكِينَةَ بَعْدَ الْعَاصِفَةِ، وَبَعْدَ الْبُكَاءِ وَالنَّحِيبِ تُفِيضُ التَّهَلُّلَ.
3,23," Be thy name, O God of Israel, blessed for ever.",فَلْيَكُنِ اسْمُكَ يَا إِلهَ إِسْرَائِيلَ مُبَارَكاً مَدَى الدُّهُورِ».
3,24,At that time the prayers of them both were heard in the sight of the glory of the most high God:, فِي ذلِكَ الْحِينِ اسْتُجِيبَتْ صَلَوَاتُ الاِثْنَيْنِ أَمَامَ مَجْدِ اللهِ الْعَلِيِّ،
3,25," And the holy angel of the Lord, Raphael was sent to heal them both, whose prayers at one time were rehearsed in the sight of the Lord.",فَأَرْسَلَ الرَّبُّ مَلاَكَهُ الْقِدِّيسَ رَافَائِيلَ لِيَشْفِيَ كِلاَ الاِثْنَيْنِ اللَّذَيْنَ رُفِعَتْ صَلَوَاتُهُمَا فِي وَقْتٍ وَاحِدٍ إِلَى حَضْرَةِ الرَّبِّ.
4,1,"  Therefore when Tobias thought that his prayer was heard that he might die, he called to him Tobias his son,", وَإِذْ خَالَ طُوبِيَّا أَنْ قَدِ اسْتُجِيبَتْ صَلاَتُهُ، وَتَهَيَّأَ لَهُ أَنْ يَمُوتَ، اسْتَدْعَى إِلَيْهِ طُوبِيَّا ابْنَهُ.
4,2,"  And said to him: Hear, my son, the words of my mouth, and lay them as a foundation in thy heart.", وَقَالَ لَهُ: «اسْمَعْ يَا بُنَيَّ كَلِمَاتِ فِيَّ، وَاجْعَلْهَا فِي قَلْبِكَ مِثْلَ الأَسَاسِ.
4,3,"  When God shall take my soul, thou shalt bury my body: and thou shalt honour thy mother all the days of her life:", إِذَا قَبَضَ اللهُ نَفْسِي، فَادْفِنْ جَسَدِي، وَأَكْرِمْ وَالِدَتَكَ جَمِيعَ أَيَّامِ حَيَاتِهَا،
4,4,For thou must be mindful what and how great perils she suffered for thee in her womb.,وَاذْكُرْ مَا الْمَشَقَّاتُ الَّتِي عَانَتْهَا لأَجْلِكَ فِي جَوْفِهَا وَمَا كَانَ أَشَدَّهَا.
4,5,"  And when she also shall have ended the time of her life, bury her by me.", وَمَتَى اسْتَوْفَتْ هِيَ أَيْضاً زَمَانَ حَيَاتِهَا، فَادْفِنْهَا إِلَى جَانِبِي.
4,6,"  And all the days of thy life have God in thy mind: and take heed thou never consent to sin, nor transgress the commandments of the Lord our God.", وَأَنْتَ فَلْيَكُنِ اللهُ فِي قَلْبِكَ جَمِيعَ أَيَّامِ حَيَاتِكَ، وَاحْذَرْ أَنْ تَرْضَى بِالْخَطِيئَةِ وَتَتَعَدَّى وَصَايَا الرَّبِّ إِلهِنَا.
4,7,"  Give alms out of thy substance, and turn not away thy face from any poor person: for so it shall come to pass that the face of the Lord shall not be turned from thee.", تَصَدَّقَ مِنْ مَالِكَ وَلاَ تُحَوِّلْ وَجْهَكَ عَنْ فَقِيرٍ، وَحِينَئِذٍ فَوَجْهُ الرَّبِّ لاَ يُحَوَّلُ عَنْكَ.
4,8,According to thy ability be merciful.,كُنْ رَحِيماً عَلَى قَدْرِ طَاقَتِكَ.
4,9,"  If thou have much give abundantly: if thou have a little, take care even so to bestow willingly a little.",  إِنْ كَانَ لَكَ كَثِيرٌ، فَابْذُلْ كَثِيراً؛ وَإِنْ كَانَ لَكَ قَلِيلٌ، فَاجْتَهِدْ أَنْ تَبْذُلَ الْقَلِيلَ عَنْ نَفْسٍ طَيِّبَةٍ.
4,10,For thus thou storest up to thyself a good reward for the day of necessity.,  فَإِنَّكَ تَدَّخِرُ لَكَ ثَوَاباً جَمِيلاً إِلَى يَوْمِ الضَّرُورَةِ،
4,11,"  For alms deliver from all sin, and from death, and will not suffer the soul to go into darkness.",  لأَنَّ الصَّدَقَةَ تُنَجِّي مِنْ كُلِّ خَطِيئَةٍ وَمِنَ الْمَوْتِ، وَلاَ تَدَعُ النَّفْسَ تَصِيرُ إِلَى الظُّلْمَةِ.
4,12,"  Alms shall be a great confidence before the most high God, to all them that give it.",إِنَّ الصَّدَقَةَ هِيَ رَجَاءٌ عَظِيمٌ عِنْدَ اللهِ الْعَلِيِّ لِجَمِيعِ صَانِعِيهَا.
4,13,"  Take heed to keep thyself, my son, from all fornication, and beside thy wife never endure to know a crime.",  اِحْذَرْ لِنَفْسِكَ يَا بُنَيَّ مِنْ كُلِّ زِنًى، وَلاَ تَتَجَاوَزِ امْرَأَتَكَ مُسْتَبِيحاً مَعْرِفَةَ الإِثْمِ أَبَداً.
4,14,"  Never suffer pride to reign in thy mind, or in thy words: for from it all perdition took its beginning.",  وَلاَ تَدَعِ الْكِبْرَ يَسْتَوْلِي عَلَى أَفْكَارِكَ أَوْ أَقْوَالِكَ، لأَنَّ الْكِبْرَ مَبْدَأُ كُلِّ هَلاَكٍ.
4,15,"  If any man hath done any work for thee, immediately pay him his hire, and let not the wages of thy hired servant stay with thee at all.",  وَكُلُّ مَنْ خَدَمَكَ بِشَيْءٍ فَأَوْفِهِ أُجْرَتَهُ لِسَاعَتِهِ، وَأُجْرَةُ أَجِيرِكَ لاَ تَبْقَ عِنْدَكَ أَبَداً.
4,16,See thou never do to another what thou wouldst hate to have done to thee by another.,كُلُّ مَا تَكْرَهُ أَنْ يَفْعَلَهُ غَيْرُكَ بِكَ فَإِيَّاكَ أَنْ تَفْعَلَهُ أَنْتَ بِغَيْرِكَ.
