chapter,verse,en,ar
2,1,"Son, when thou comest to the service of God, stand in justice and in fear, and prepare thy soul for temptation."," يَا بُنَيَّ، إِنْ أَقْبَلْتَ لِخِدْمَةِ الرَّبِّ الإِلهِ، فَاثْبُتْ عَلَى الْبِرِّ وَالتَّقْوَى، وَأَعْدِدْ نَفْسَكَ لِلتَّجْرِبَةِ."
2,2,"Humble thy heart, and endure: incline thy ear, and receive the words of understanding: and make not haste in the time of clouds."," أَرْشِدْ قَلْبَكَ وَاحْتَمِلْ. أَمِلْ أُذُنَكَ وَاقْبَلْ أَقْوَالَ الْعَقْلِ، وَلاَ تَعْجَلْ وَقْتَ النَّوَائِبِ."
2,3,"Wait on God with patience: join thyself to God, and endure, that thy life may be increased in the latter end."," اِنْتَظِرْ بِصَبْرٍ مَا تَنْتَظِرُ مِنَ اللهِ، لاَزِمْهُ وَلاَ تَرْتَدِدْ، لِكَيْ تَزْدَادَ حَيَاةً فِي أَوَاخِرِكَ."
2,4,"Take all that shall be brought upon thee: and in thy sorrow endure, and in thy humiliation keep patience."," مَهْمَا نَابَكَ فَاقْبَلْهُ، وَكُنْ صَابِراً عَلَى صُرُوفِ اتِّضَاعِكَ،"
2,5,"For gold and silver are tried in the fire, but acceptable men in the furnace of humiliation."," فَإِن الذَّهَبَ يُمَحَّصُ فِي النَّارِ، وَالْمَرْضِيِّينَ مِنَ النَّاسِ يُمَحَّصُونَ فِي أَتُونِ الاِتِّضَاعِ."
2,6,"Believe God, and he will recover thee: and direct thy way, and trust in him. Keep his fear, and grow old therein."," آمِنْ بِهِ فَيَنْصُرَكَ. قَوِّمْ طُرُقَكَ وَأَمِّلْهُ. احْفَظْ مَخَافَتَهُ، وَابْقَ عَلَيْهَا فِي شَيْخُوخَتِكَ."
2,7,"Ye that fear the Lord, wait for his mercy: and go not aside from him, lest ye fall."," أَيُّهَا الْمُتَّقُونَ لِلرَّبِّ، انْتَظِرُوا رَحْمَتَهُ، وَلاَ تَحِيدُوا لِئَلاَّ تَسْقُطُوا."
2,8,"Ye that fear the Lord, believe him: and your reward shall not be made void."," أَيُّهَا الْمُتَّقُونَ لِلرَّبِّ، آمِنُوا بِهِ؛ فَلاَ يَضِيعَ أَجْرُكُمْ."
2,9,"Ye that fear the Lord, hope in him: and mercy shall come to you for your delight."," أَيُّهَا الْمُتَّقُونَ لِلرَّبِّ، أَمِّلُوا الْخَيْرَاتِ وَالسُّرُورَ الأَبَدِيَّ وَالرَّحْمَةَ."
2,10,"Ye that fear the Lord, love him, and your hearts shall be enlightened."," أَيُّهَا الْمُتَّقُونَ لِلرَّبِّ، أَحِبُّوهُ؛ فَتَسْتَنِيرَ قُلُوبُكُمْ."
2,11,"My children behold the generations of men: and know ye that no one hath hoped in the Lord, and hath been confounded.", اُنْظُرُوا إِلَى الأَجْيَالِ الْقَدِيمَةِ وَتَأَمَّلُوا. هَلْ تَوَكَّلَ أَحَدٌ عَلَى الرَّبِّ فَخَزِيَ؟
2,12,"For who hath continued in his commandment, and hath been forsaken? or who hath called upon him, and he despised him?", أَوْ ثَبَتَ عَلَى مَخَافَتِهِ فَخُذِلَ؟ أَوْ دَعَاهُ فَأُهْمِلَ؟
2,13,"For God is compassionate and merciful, and will forgive sins in the day of tribulation: and he is a protector to all that seek him in truth."," فَإِنَّ الرَّبَّ رَؤُوفٌ رَحِيمٌ، يَغْفِرُ الْخَطَايَا وَيُخَلِّصُ فِي يَوْمِ الضِّيقِ."
2,14,"Woe to them that are of a double heart and to wicked lips, and to the hands that do evil, and to the sinner that goeth on the earth two ways."," وَيْلٌ لِلقُلُوبِ الْهَيَّابَةِ، وَلِلأَيْدِي الْمُتَرَاخِيَةِ، وَلِلْخَاطِئِ الَّذِي يَمْشِي فِي طَرِيقَيْنِ."
2,15,"Woe to them that are fainthearted, who believe not God: and therefore they shall not be protected by him."," وَيْلٌ لِلْقَلْبِ الْمُتَوَانِي، إِنَّهُ لاَ يُؤْمِنُ وَلِذلِكَ لاَ حِمَايَةَ لَهُ."
2,16,"Woe to them that have lost patience, and that have forsaken the right ways, and have gone aside into crooked ways."," وَيْلٌ لَكُمْ أَيُّهَا الَّذِينَ فَقَدُوا الصَّبْرَ، وَتَرَكُوا الطُّرُقَ الْمُسْتَقِيمَةَ، وَمَالُوا إِلَى طُرُقِ السُّوءِ،"
2,17,"And what will they do, when the Lord shall begin to examine?", فَمَاذَا تَصْنَعُونَ يَوْمَ افْتِقَادِ الرَّبِّ؟
2,18,"They that fear the Lord, will not be incredulous to his word: and they that love him, will keep his way."," إِنَّ الْمُتَّقِينَ لِلرَّبِّ لاَ يُعَاصُونَ أَقْوَالَهُ، وَالْمُحِبِّينَ لَهُ يَحْفَظُونَ طُرُقَهُ."
2,19,"They that fear the Lord, will seek after the things that are well pleasing to him: and they that love him, shall be filled with his law."," إِنَّ الْمُتَّقِينَ لِلرَّبِّ يَبْتَغُونَ مَرْضَاتَهُ، وَالْمُحِبِّينَ لَهُ يَمْتَلِئُونَ مِنَ الشَّرِيعَةِ."
2,20,"They that fear the Lord, will prepare their hearts, and in his sight will sanctify their souls."," إِنَّ الْمُتَّقِينَ لِلرَّبِّ يُهَيِّئُونَ قُلُوبَهُمْ، وَيُخْضِعُونَ أَمَامَهُ نُفُوسَهُمْ."
2,21,"They that fear the Lord, keep his Commandments, and will have patience even until his visitation,"," إِنَّ الْمُتَّقِينَ لِلرَّبِّ يَحْفَظُونَ وَصَايَاهُ، وَيَصْبِرُونَ إِلَى يَوْمِ افْتِقَادِهِ،"
2,22,"Saying: If we do not penance, we shall fall into the hands of the Lord, and not into the hands of men."," قَائِلِينَ: «إِنْ لَمْ نَتُبْ، نَقَعْ فِي يَدَيِ الرَّبِّ لاَ فِي أَيْدِي النَّاسِ،"
2,23,"For according to his greatness, so also is his mercy with him.", لأَنَّ رَحْمَتَهُ عَلَى قَدْرِ عَظَمَتِهِ».
3,1,"The sons of wisdom are the church of the just: and their generation, obedience and love."," بَنُو الْحِكْمَةِ جَمَاعَةُ الصِّدِّيقِينَ، وَذُرِّيَّتُهُمْ أَهْلُ الطَّاعَةِ وَالْمَحَبَّةِ."
3,2,"Children, hear the judgment of your father, and so do that you may be saved."," يَا بَنِيَّ، اِسْمَعُوا أَقْوَالَ أَبِيكُمْ، وَاعْمَلُوا بِهَا لِكَيْ تَخْلُصُوا."
3,3,"For God hath made the father honourable to the children: and seeking the judgment of the mothers, hath confirmed it upon the children."," فَإِنَّ الرَّبَّ قَدْ أَكْرَمَ الأَبَ فِي الأَوْلاَدِ، وَأَثْبَتَ حُكْمَ الأُمِّ فِي الْبَنِينَ."
3,4,"He that loveth God, shall obtain pardon for his sine by prayer, and shall refrain himself from them, and shall be heard in the prayer of days."," مَنْ أَكْرَمَ أَبَاهُ، فَإِنَّهُ يُكَفِّرُ خَطَايَاهُ، وَيَمْتَنِعُ عَنْهَا، وَيُسْتَجَابُ لَهُ فِي صَلاَةِ كُلِّ يَوْمٍ."
3,5,And he that honoureth his mother is as one that layeth up a treasure.," وَمَنِ احْتَرَمَ أُمَّهُ، فَهُوَ كَمُدَّخِرِ الْكُنُوزِ."
3,6,"He that honoureth his father shall have joy in his own children, and in the day of his prayer he shall be heard."," مَنْ أَكْرَمَ أَبَاهُ سُرَّ بِأَوْلاَدِهِ، وَفِي يَوْمِ صَلاَتِهِ يُسْتَجَابُ لَهُ."
3,7,"He that honoureth his father shall enjoy a long life: and he that obeyeth the father, shall be a comfort to his mother."," مَنِ احْتَرَمَ أَبَاهُ طَالَتْ أَيَّامُهُ، وَمَنْ أَطَاعَ أَبَاهُ أَرَاحَ أُمَّهُ."
3,8,"He that feareth the Lord, honoureth his parents, and will serve them as his masters that brought him into the world."," الَّذِي يَتَّقِي الرَّبَّ يُكْرِمُ أَبَوَيْهِ، وَيَخْدُمُ وَالِدَيْهِ بِمَنْزِلَةِ سَيِّدَيْنِ لَهُ."
3,9,"Honour thy father, in work and word, and all patience,"," أَكْرِمْ أَبَاكَ بِفِعَالِكَ وَمَقَالِكَ بِكُلِّ أَنَاةٍ،"
3,10,"That a blessing may come upon thee from him, and his blessing may remain in the latter end."," لِكَيْ تَحِلَّ عَلَيْكَ الْبَرَكَةُ مِنْهُ، وَتَبْقَى بَرَكَتُهُ إِلَى الْمُنْتَهَى."
3,11,The father's blessing establisheth the houses of the children: but the mother's curse rooteth up the foundation.," فَإِنَّ بَرَكَةَ الأَبِ تُوَطِّدُ بُيُوتَ الْبَنِينَ، وَلَعْنَةَ الأُمِّ تَقْلَعُ أُسُسَهَا."
3,12,Glory not in the dishonour of thy father: for his shame is no glory to thee.," لاَ تَفْتَخِرْ بِهَوَانِ أَبِيكَ، فَإِنَّ هَوَانَ أَبِيكَ لَيْسَ فَخْراً لَكَ،"
3,13,"For the glory of a man is from the honour of his father, and a father without honour is the disgrace of the son."," بَلْ فَخْرُ الإِنْسَانِ بِكَرَامَةِ أَبِيهِ، وَمَذَلَّةُ الأُمِّ عَارٌ لِلْبَنِينَ."
3,14,"Son, support the old age of thy father, and grieve him not in his life;"," يَا بُنَيَّ، أَعِنْ أَبَاكَ فِي شَيْخُوخَتِهِ، وَلاَ تَحْزُنْهُ فِي حَيَاتِهِ."
3,15,"And if his understanding fail, have patience with him, and despise him not when thou art in thy strength: for the relieving of the father shall not be for- gotten."," وَإِنْ ضَعُفَ عَقْلُهُ فَاعْذِرْ، وَلاَ تُهِنْهُ وَأَنْتَ فِي وُفُورِ قُوَّتِكَ، فَإِنَّ الرَّحْمَةَ لِلْوَالِدِ لاَ تُنْسَى."
3,16,For good shall be repaid to thee for the sin of thy mother.," وَبِاحْتِمَالِكَ هَفَوَاتِ أُمِّكَ، تُجْزَى خَيْراً."
3,17,"And in justice thou shalt be built up, and in the day of affliction thou shalt be remembered: and thy sine shall melt away as the ice in the fair warm weather."," وَعَلَى بِرِّكَ يُبْنَى لَكَ بَيْتٌ، وَتُذْكَرُ يَوْمَ ضِيقِكَ، وَكَالْجَلِيدِ فِي الصَّحْوِ تُحَلُّ خَطَايَاكَ."
3,18,Of what an evil fame is he that forsaketh his father: and he is cursed of God that angereth his mother.," مَنْ خَذَلَ أَبَاهُ فَهُوَ بِمَنْزِلَةِ الْمُجَدِّفِ، وَمَنْ غَاظَ أُمَّهُ، فَهُوَ مَلْعُونٌ مِنَ الرَّبِّ."
3,19,"My son, do thy works in meekness, and thou shalt be beloved above the glory of men."," يَا بُنَيَّ، اقْضِ أَعْمَالَكَ بالْوَدَاعَةِ، فَيُحِبَّكَ الإِنْسَانُ الصَّالِحُ."
3,20,"The greater thou art, the more humble thyself in all things, and thou shalt find grace before God:"," إِزْدَدْ تَوَاضُعاً مَا ازْدَدْتَ عَظَمَةً، فَتَنَالَ حُظْوَةً لَدَى الرَّبِّ."
3,21,"For great is the power of God alone, and he is honoured by the humble."," لأَنَّ قُدْرَةَ الرَّبِّ عَظِيمَةٌ، وَبِالْمُتَوَاضِعِينَ يُمَجَّدُ."
3,22,"Seek not the things that are too high for thee, and search not into things above thy ability: but the things that God hath commanded thee, think on them always, and in many of his works be not curious."," لاَ تَطْلُبْ مَا يُعْيِيكَ نَيْلُهُ، وَلاَ تَبْحَثْ عَمَّا يَتَجَاوَزُ قُدْرَتَكَ، لكِنْ مَا أَمَرَكَ اللهُ بِهِ، فِيهِ تَأَمَّلْ، وَلاَ تَرْغَبْ فِي اسْتِقْصَاءِ أَعْمَالِهِ الْكثِيرَةِ."
3,23,For it is not necessary for thee to see with thy eyes those things that are hid.," فَإِنَّهُ لاَ حَاجَةَ لَكَ أَنْ تَرَى الْمَغَيَّبَاتِ بِعَيْنَيْكَ،"
3,24,"In unnecessary matters be not over curious, and in many of his works thou shalt not be inquisitive."," وَمَا جَاوَزَ أَعْمَالَكَ، فَلاَ تُكْثِرِ الاِهْتِمَامَ بِهِ."
3,25,For many things are shewn to thee above the understanding of men., فَإِنَّكَ قَدْ أُطْلِعْتَ عَلَى أَشْيَاءَ كَثِيرَةٍ تُفُوقُ إِدْرَاكَ الإِنْسَانِ.
3,26,"And the suspicion of them hath deceived many, and hath detained their minds in vanity."," وَإِنَّ كَثِيرِينَ قَدْ أَضَلَّهُمْ زَعْمُهُمْ، وَأَزَلَّ عُقُولَهُمْ وَهْمُهُمُ الْفَاسِدُ."
3,27,A hard heart shall fear evil at the last: and he that loveth danger shall perish in it.," الْقَلْبُ الْقَاسِي عَاقِبَتُهُ السُّوءُ، وَالَّذِي يُحِبُّ الْخَطَرَ يَسْقُطُ فِيهِ."
3,28,"A heart that goeth two ways shall not have success, and the perverse of heart shall be scandalized therein."," الْقَلْبُ السَّاعِي فِي طَرِيقَيْنِ لاَ يَنْجَحُ، وَالْفَاسِدُ الْقَلْبِ يَعْثُرُ فِيهِمَا."
3,29,"A wicked heart shall be laden with sorrows, and the sinner will add sin to sin."," الْقَلْبُ الْقَاسِي يُثَقَّلُ بِالْمَشَقَّاتِ، وَالْخَاطِئُ يَزِيدُ خَطِيئَةً عَلَى خَطِيئَةٍ."
3,30,"The congregation of the proud shall not be healed: for the plant of wickedness shall take root in them, and it shall not be perceived."," دَاءُ الْمُتَكَبِّرِ لاَ دَوَاءَ لَهُ، لأَنَّ جُرْثُومَةَ الشَّرِّ قَدْ تَأَصَّلَتْ فِيهِ."
3,31,"The heart of the wise is understood in wisdom, and a good ear will hear wisdom with all desire."," قَلْبُ الْعَاقِلِ يَتَأَمَّلُ فِي الْمَثَلِ، وَمُنْيَةُ الْحَكِيمِ أُذُنٌ سَامِعَةٌ."
3,32,"A wise heart, and which hath under- standing, will abstain from sine, and in the works of justice shall have success."," الْقَلْبُ الْحَكِيمُ الْعَاقِلُ يَمْتَنِعُ مِنَ الْخَطَايَا، وَيَنْجَحُ فِي أَعْمَالِ الْبِرِّ."
3,33,"Water quencheth a flaming fire, and alms resisteth sins:"," الْمَاءُ يُطْفِئُ النَّارَ الْمُلْتَهِبَةَ، وَالصَّدَقَةُ تُكَفِّرُ الْخَطَايَا."
3,34,"And God provideth for him that sheweth favour: he remembereth him afterwards, and in the time of his fall he shall find a sure stay."," مَنْ صَنَعَ جَمِيلاً ذُكِرَ فِي أَوَاخِرِهِ، وَصَادَفَ سَنَداً فِي يَوْمِ سُقُوطِه.ِ"
4,1,"Son, defraud not the poor of alms, and turn not away thy eyes from the poor."," يَا بُنَيَّ، لاَ تَحْرِمِ الْمِسْكِينَ مَا يَعِيشُ بِهِ، وَلاَ تُمَاطِلْ عَيْنَيِ الْمُعْوِزِ."
4,2,Despise not the hungry soul: and provoke not the Boor in his want.," لاَ تَحْزُنِ النَّفْسَ الْجَائِعَةَ، وَلاَ تَغِظِ الرَّجُلَ فِي فَاقَتِهِ."
4,3,"Afflict not the heart of the needy, and defer not to give to him that is in distress."," لاَ تَزِدِ الْقَلْبَ الْمَغِيظَ قَلَقاً، وَلاَ تُمَاطِلِ الْمُعْوِزَ بِعَطِيَّتِكَ."
4,4,Reject not the petition of the afflicted: and turn not away thy face from the needy.," لاَ تَأْبَ إِعْطَاءَ الْبَائِسِ سُؤْلَهُ، وَلاَ تُحَوِّلَ وَجْهَكَ عَنِ الْمِسْكِينِ."
4,5,Turn not away thy eyes from the poor for fear of anger: and leave not to them that ask of thee to curse thee behind thy back.," لاَ تَصْرِفْ طَرْفَكَ عَنِ الْمُعْوِزِ، وَلاَ تَصْنَعْ شَيْئاً يَجْلُبُ عَلَيْكَ لَعْنَةَ الإِنْسَانِ."
4,6,"For the prayer of him that curseth thee in the bitterness of his soul, shall be heard, for he that made him will hear him."," فَإِنَّ مَنْ يَلْعَنُكَ بِمَرَارَةِ نَفْسِهِ، يَسْتَجِيبُ صَانِعُهُ دُعَاءَهُ."
4,7,"Make thyself affable to the congregation of the poor, and humble thy soul to the ancient, and bow thy head to a great man."," كُنْ مُتَوَدِّداً إِلَى الْجَمَاعَةِ، وَاخْفِضْ رَأْسَكَ لِذِي الْوَجَاهَةِ."
4,8,"Bow down thy ear cheerfully to the poor, and pay what thou owest, and answer him peaceable words with mildness."," أَمِلْ أُذُنَكَ إِلَى الْمِسْكِينِ، وَأَجِبْهُ بِرِفْقٍ وَوَدَاعَةٍ."
4,9,Deliver him that suffereth wrong out of the hand of the proud: and be not fainthearted in thy soul.," أَنْقِذِ الْمَظْلُومَ مِنْ يَدِ الظَّالِمِ، وَلاَ تَكُنْ صَغِيرَ النَّفْسِ فِي الْقَضَاءِ."
4,10,"In judging be merciful to the fatherless as a father, and as a husband to their mother."," كُنْ أَباً لِلْيَتَامَى، وَبِمَنْزِلَةِ رَجُلٍ لأُمِّهِمْ؛"
4,11,"And thou shalt be as the obedient son of the most High, and he will have mercy on thee more than a mother."," فَتَكُونَ كَابْنِ الْعَلِيِّ، وَهُوَ يُحِبُّكَ أَكْثَرَ مِنْ أُمِّكَ."
4,12,"Wisdom inspireth life into her children, and protecteth them that seek after her, and will go before them in the way of justice."," الْحِكْمَةُ تُنْشِئُ لَهَا بَنِينَ، وَالَّذِينَ يَلْتَمِسُونَهَا تَضُمُّهُمْ إِلَيْهَا."
4,13,"And he that loveth her, loveth life: and they that watch for her, shall embrace her sweetness."," مَنْ أَحَبَّهَا أَحَبَّ الْحَيَاةَ، وَالَّذِينَ يَبْتَكِرُونَ إِلَيْهَا يَمْتَلِئُونَ سُرُوراً."
4,14,"They that hold her fast, shall inherit life: and whithersoever she entereth, God will give a blessing."," مَنْ مَلَكَهَا يَرِثُ مَجْداً، وَحَيْثُمَا دَخَلَتْ، فَهُنَاكَ بَرَكَةُ الرَّبِّ."
4,15,"They that serve her, shall be servants to the holy one: and God loveth them that love her."," الَّذِينَ يَعْبُدُونَهَا يَخْدُمُونَ الْقُدُّوسَ، وَالَّذِينَ يُحِبُّونَهَا يُحِبُّهُمُ الرَّبُّ."
4,16,"He that hearkeneth to her, shall judge nations: and he that looketh upon her, shall remain secure."," مَنْ سَمِعَ لَهَا يَحْكُمُ عَلَى الأُمَمِ، وَمَنْ أَقْبَلَ إِلَيْهَا يَسْكُنُ مُطْمَئِنًّا."
4,17,"If he trust to her, he shall inherit her, and his generation shall be in assurance."," إِذَا اسْتَسْلَمَ لَهَا يَرِثُهَا، وَأَعْقَابُهُ يَبْقَوْنَ عَلَى امْتِلاَكِهَا."
4,18,"For she walketh with him in temptation, and at the first she chooseth him.", فَإِنَّهَا فِي أَوَّلِ الأَمْرِ تَسْلُكُ مَعَهُ بِعِوَجٍ؛
