chapter,verse,en,ar
2,13,"He boasteth that he hath the knowledge of God, and calleth himself the son of God."," يَزْعُمُ أَنَّ عِنْدَهُ عَلِمَ اللهِ، وَيُسَمِّي نَفْسَهُ ابْنَ الرَّبِّ."
2,14,He is become a censurer of our thoughts., وَقَدْ صَارَ لَنَا عَذُولاً حَتَّى عَلَى أَفْكَارِنَا.
2,15,"He is grievous unto us, even to behold: for his life is not like other men's, and his ways are very different."," بَلْ مَنْظَرُهُ ثَقِيلٌ عَلَيْنَا، لأَنَّ سِيرَتَهُ تُخَالِفُ سِيرَةَ النَّاسِ، وَسُبُلَهُ تُبَايِنُ سُبُلَهُمْ."
2,16,"We are esteemed by him as triflers, and he abstaineth from our ways as from filthiness, and he preferreth the latter end of the just, and glorieth that he hath God for his father."," قَدْ حَسِبَنَا كَزُيُوفٍ؛ فَهُوَ يُجَانِبُ طُرُقَنَا مُجَانَبَةَ الرِّجْسِ، وَيَغْبِطُ مَوْتَ الصِّدِّيقِينَ، وَيَتَبَاهَى بِأَنَّ اللهَ أَبُوهُ."
2,17,"Let us see then if his words be true, and let us prove what shall happen to him, and we shall know what his end shall be.", فَلْنَنْظُرْ هَلْ أَقْوَالُهُ حَقٌّ؟ وَلْنَخْتَبِرْ كَيْفَ تَكُونُ عَاقِبَتُهُ؟
2,18,"For if he be the true son of God, he will defend him, and will deliver him from the hands of his enemies.", فَإِنَّهُ إِنْ كَانَ الصِّدِّيقُ ابْنَ اللهِ؛ فَهُوَ يَنْصُرُهُ وَيُنْقِذُهُ مِنْ أَيْدِي مُقَاوِمِيهِ.
2,19,"Let us examine him by outrages and tortures, that we may know his meekness and try his patience."," فَلْنَمْتَحِنْهُ بِالشَّتْمِ وَالْعَذَابِ، حَتَّى نَعْلَمَ حِلْمَهُ وَنَخْتَبِرَ صَبْرَهُ،"
2,20,Let us condemn him to a most shameful death: for there shall be respect had unto him by his words., وَلْنَقْضِ عَلَيْهِ بِأَقْبَحِ مِيْتَةٍ؛ فَإِنَّهُ سَيُفْتَقَدُ كَمَا يَزْعُمُ.
2,21,"These things they thought, and were deceived: for their own malice blinded them."," هذَا مَا ارْتَأَوْهُ فَضَلُّوا؛ لأَنَّ شَرَّهُمْ أَعْمَاهُمْ،"
2,22,"And they knew not the secrets of God, nor hoped for the wages of justice, nor esteemed the honour of holy souls."," فَلَمْ يُدْرِكُوا أَسْرَارَ اللهِ، وَلَمْ يُرَجُّوا جَزَاءَ الْقَدَاسَةِ، وَلَمْ يَعْتَبِرُوا ثَوَابَ النُّفُوسِ الطَّاهِرَةِ."
2,23,"For God created man incorruptible, and to the image of his own likeness he made him."," فَإِنَّ اللهَ خَلَقَ الإِنْسَانَ خَالِداً، وَصَنَعَهُ عَلَى صُورَةِ ذَاتِهِ،"
2,24,"But by the envy of the devil, death came into the world:"," لكِنْ بِحَسَدِ إِبْلِيسَ دَخَلَ الْمَوْتُ إِلَى الْعَالَمِ،"
2,25,And they follow him that are of his side., فَيَذُوقُهُ الَّذِينَ هُمْ مِنْ حِزْبِهِ.
3,1,"But the souls of the just are in the hand of God, and the torment of death shall not touch them."," أَمَّا نُفُوسُ الصِّدِّيقِينَ فَهِيَ بِيَدِ اللهِ، فَلاَ يَمَسُّهَا الْعَذَابُ."
3,2,In the sight of the unwise they seemed to die: and their departure was taken for misery:," وَفِي ظَنِّ الْجُهَّالِ أَنَّهُمْ مَاتُوا، وَقَدْ حُسِبَ خُرُوجُهُمْ شَقَاءً،"
3,3,"And their going away from us, for utter destruction: but they are in peace."," وَذَهَابُهُمْ عَنَّا عَطَباً، أَمَّا هُمْ فَفِي السَّلاَمِ."
3,4,"And though in the sight of men they suffered torments, their hope is full of immortality."," وَمَعَ أَنَّهُمْ قَدْ عُوقِبُوا فِي عُيُونِ النَّاسِ؛ فَرَجَاؤُهُمْ مَمْلُوءٌ خُلُوداً،"
3,5,"Afflicted in few things, in many they shall be well rewarded: because God hath tried them, and found them worthy of himself."," وَبَعْدَ تَأْدِيبٍ يَسِيرٍ لَهُمْ ثَوَابٌ عَظِيمٌ، لأَنَّ اللهَ امْتَحَنَهُمْ فَوَجَدَهُمْ أَهْلاً لَهُ."
3,6,"As gold in the furnace he hath proved them, and as a victim of a holocaust he hath received them, and in time there shall be respect had to them."," مَحَّصَهُمْ كَالذَّهَبِ فِي الْبُودَقَةِ، وَقَبِلَهُمْ كَذَبِيحَةِ مُحْرَقَةٍ."
3,7,"The just shall shine, and shall run to and fro like sparks among the reeds."," فَهُمْ فِي وَقْتِ افْتِقَادِهِمْ يَتَلأْلأُونَ، وَيَسْعَوْنَ سَعْيَ الشَّرَارِ بَيْنَ الْقَصَبِ،"
3,8,"They shall judge nations, and rule over people, and their Lord shall reign for ever."," وَيَدِينُونَ الأُمَمَ وَيَتَسَلَّطُونَ عَلَى الشُّعُوبِ، وَيَمْلِكُ رَبُّهُمْ إِلَى الأَبَدِ."
3,9,"They that trust in him, shall understand the truth: and they that are faithful in love shall rest in him: for grace and peace is to his elect."," الْمُتَوَكِّلُونَ عَلَيْهِ سَيَفْهَمُونَ الْحَقَّ، وَالأُمَنَاءُ فِي الْمَحَبَّةِ سَيُلاَزِمُونَهُ، لأَنَّ النِّعْمَةَ وَالرَّحْمَةَ لِمُخْتَارِيهِ."
3,10,"But the wicked shall be punished according to their own devices: who have neglected the just, and have revolted from the Lord."," أَمَّا الْمُنَافِقُونَ فَسَيَنَالُهُمُ الْعِقَابُ الْخَلِيقُ بِمَشُورَاتِهِمْ، إِذِ اسْتَهَانُوا بِالصِّدِّيقِ، وَارْتَدُّوا عَنِ الرَّبِّ،"
3,11,"For he that rejecteth wisdom, and discipline, is unhappy: and their hope is vain, and their labours without fruit, and their works unprofitable."," لأَنَّ مُزْدَرِيَ الْحِكْمَةِ وَالتَّأْدِيبِ شَقِيٌّ. إِنَّمَا رَجَاؤُهُمْ بَاطِلٌ، وَأَتْعَابُهُمْ بِلاَ ثَمَرَةٍ، وَأَعْمَالُهُمْ لاَ فَائِدَةَ فِيهَا."
3,12,"Their wives are foolish, and their children wicked."," نِسَاؤُهُمْ سَفِيهَاتٌ، وَأَوْلاَدُهُمْ أَشْرَارٌ،"
3,13,"Their offspring is cursed: for happy is the barren: and the undefiled, that hath not known bed in sin: she shall have fruit in the visitation of holy souls.", وَنَسْلُهُمْ مَلْعُونٌ. أَمَّا الْعَاقِرُ الطَّاهِرَةُ الَّتِي لَمْ تَعْرِفِ الْمَضْجَعَ الْفَاحِشَ فَطُوبَى لَهَا. إِنَّهَا سَتَحُوزُ ثَمَرَتَهَا فِي افْتِقَادِ النُّفُوسِ.
3,14,"And the eunuch, that hath not wrought iniquity with his hands, nor thought wicked things against God: for the precious gift of faith shall be given to him, and a most acceptable lot in the temple of God."," وَطُوبَى لِلْخَصِيِّ الَّذِي لَمْ تُبَاشِرْ يَدُهُ مَأْثَماً، وَلاَ افْتَكَرَ قَلْبُهُ بِشَرٍّ عَلَى الرَّبِّ؛ فَإِنَّهُ سَيُعْطَى نِعْمَةً سَامِيَةً لأَمَانَتِهِ، وَحَظًّا شَهِيًّا فِي هَيْكَلِ الرَّبِّ."
3,15,"For the fruit of good labours is glorious, and the root of wisdom never faileth."," لأَنَّ ثَمَرَةَ الأَتْعَابِ الصَّالِحَةِ فَاخِرَةٌ، وَجُرْثُومَةَ الْفِطْنَةِ رَاسِخَةٌ."
3,16,"But the children of adulterers shall not come to perfection, and the seed of the unlawful bed shall be rooted out."," أَمَّا أَوْلاَدُ الزُّنَاةِ فَلاَ يَبْلُغُونَ أَشُدَّهُمْ، وَذُرِّيَّةُ الْمَضْجَعِ الأَثِيمِ تَنْقَرِضُ."
3,17,"And if they live long, they shall be nothing regarded, and their last old age shall be without honour."," إِنْ طَالَتْ حَيَاتُهُمْ فَإِنَّهُمْ يُحْسَبُونَ كَلاَ شَيْءٍ، وَفِي أَوَاخِرِهِمْ تَكُونُ شَيْخُوخَتُهُمْ بِلاَ كَرَامَةٍ."
3,18,"And if they die quickly, they shall have no hope, nor speech of comfort in the day of trial."," وَإِنْ مَاتُوا سَرِيعاً؛ فَلاَ يَكُونُ لَهُمْ رَجَاءٌ وَلاَ عَزَاءٌ فِي يَوْمِ الْحِسَابِ،"
3,19,For dreadful are the ends of a wicked race., لأَنَّ عَاقِبَةَ الْجِيلِ الأَثِيمِ هَائِلَةٌ.
4,1,O how beautiful is the chaste generation with glory: for the memory thereof is immortal: because it is known both with God and with men.," إِنَّ الْبَتُولِيَّةَ مَعَ الْفَضِيلَةِ أَجْمَلُ؛ فَإِنَّ مَعَهَا ذِكْراً خَالِداً، لأَنَّهَا تَبْقَى مَعْلُومَةً عِنْدَ اللهِ وَالنَّاسِ."
4,2,"When it is present, they imitate it: and they desire it when it hath withdrawn itself, and it triumpheth crowned for ever, winning the reward of undefiled conflicts."," إِذَا حَضَرَتْ يُقْتَدَى بِهَا، وَإِذَا غَابَتْ يُشْتَاقُ إِلَيْهَا، وَمَدَى الدُّهُورِ تَفْتَخِرُ بِإِكْلِيلِ الظَّفَرِ بَعْدَ انْتِصَارِهَا فِي سَاحَةِ الْمَعَارِكِ الطَّاهِرَةِ."
4,3,"But the multiplied brood of the wicked shall not thrive, and bastard slips shall not take deep root, nor any fast foundation."," أَمَّا لَفِيفُ الْمُنَافِقِينَ الْكَثِيرُ التَّوَالُدِ فَلاَ يَنْجَحُ، وَفِرَاخُهُمُ النَّغِلَةُ لاَ تَتَعَمَّقُ أُصُولُهَا، وَلاَ تَقُومُ عَلَى سَاقٍ رَاسِخَةٍ،"
4,4,"And if they flourish in branches for a time, yet standing not fast, they shall be shaken with the wind, and through the force of winds they shall be rooted out.", وَإِنْ أَخْرَجَتْ فُرُوعاً إِلَى حِينٍ؛ فَإِنَّهَا لِعَدَمِ رُسُوخِهَا تَزَعْزِعُهَا الرِّيحُ وَتَقْتَلِعُهَا الزَّوْبَعَةُ.
4,5,"For the branches not being perfect, shall be broken, and their fruits shall be unprofitable, and sour to eat, and fit for nothing."," فَتَنْقَصِفُ فُرُوعُهَا قَبْلَ إِنَاهَا، وَتَكُونُ ثَمَرَتُهَا خَبِيثَةً غَيْرَ نَاضِجَةٍ لِلأَكْلِ، وَلا تَصْلُحُ لِشَيْءٍ."
4,6,"For the children that are born of unlawful beds, are witnesses of wickedness against their parents in their trial.", وَالْمَوْلُودُونَ مِنَ الْمَضْجَعِ الأَثِيمِ يَشْهَدُونَ بِفَاحِشَةِ وَالِدِيهِمْ عِنْدَ اسْتِنْطَاقِ حَالِهِمْ.
4,7,"But the just man, if he be prevented with death, shall be in rest."," أَمَّا الصِّدِّيقُ؛ فَإِنَّهُ وَإِنْ تَعَجَّلَهُ الْمَوْتُ، يَسْتَقِرُّ فِي الرَّاحَةِ."
4,8,"For venerable old age is not that of long time, nor counted by the number of years"," لأَنَّ الشَّيْخُوخَةَ الْمُكَرَّمَةَ لَيْسَتْ هِيَ الْقَدِيمَةَ الأَيَّامِ، وَلاَ هِيَ تُقَدَّرُ بِعَدَدِ السِّنِينَ."
4,9,"but the understanding of a man is grey hairs, And a spotless life is old age."," وَلكِنَّ شَيْبَ الإِنْسَانِ هُوَ الْفِطْنَةُ، وَسِنَّ الشَّيْخُوخَةِ هِيَ الْحَيَاةُ الْمُنَزَّهَةُ عَنِ الْعَيْبِ."
4,10,"He pleased God and was beloved, and living among sinners he was translated."," إِنَّهُ كَانَ مُرْضِيًا للهِ فَأَحَبَّهُ، وَكَانَ يَعِيشُ بَيْنَ الْخَطَأَةِ فَنَقَلَهُ."
4,11,"He was taken away lest wickedness should alter his understanding, or deceit beguile his soul."," خَطِفَهُ لِكَيْ لاَ يُغَيِّرَ الشَّرُّ عَقْلَهُ، وَلاَ يُطْغِي الْغِشُّ نَفْسَهُ."
4,12,"For the bewitching of vanity obscureth good things, and the wandering of concupiscence overturneth the innocent mind."," لأَنَّ سِحْرَ الأَبَاطِيلِ يُغَشِّي الْخَيْرَ، وَدُوَارَ الشَّهْوَةِ يُطِيشُ الْعَقْلَ السَّلِيمَ."
4,13,"Being made perfect in a short space, he fulfilled a long time:", قَدْ بُلِّغَ الْكَمَالَ فِي أَيَّامٍ قَلِيلَةٍ؛ فَكَانَ مُسْتَوْفِياً سِنِينَ كَثِيرَةً.
4,14,"For his soul pleased God: therefore he hastened to bring him out of the midst of iniquities: but the people see this, and understand not, nor lay up such things in their hearts:", وَإِذْ كَانَتْ نَفْسُهُ مُرْضِيَةً لِلرَّبِّ؛ فَقَدْ أُخْرِجَ سَرِيعاً مِنْ بَيْنِ الشُّرُورِ. أَمَّا الشُّعُوبُ فَأَبْصَرُوا وَلَمْ يَفْقَهُوا وَلَمْ يَجْعَلُوا هذَا فِي قُلُوبِهِمْ:
4,15,"That the grace of God, and his mercy is with his saints, and that he hath respect to his chosen."," أَنَّ نِعْمَتَهُ وَرَحْمَتَهُ لِمُخْتَارِيهِ، وَافْتِقَادَهُ لِقِدِّيسِيهِ."
4,16,"But the just that is dead, condemneth the wicked that are living, and youth soon ended, the long life of the unjust."," لكِنَّ الصِّدِّيقَ الَّذِي قَدْ مَاتَ يَحْكُمُ عَلَى الْمُنَافِقِينَ الْبَاقِينَ بَعْدَهُ، وَالشَّبِيبَةَ السَّرِيعَةَ الْكَمَالِ تَحْكُمُ عَلَى شَيْخُوخَةِ الأَثِيمِ الْكثِيرَةِ السِّنِينِ."
4,17,"For they shall see the end of the wise man, and shall not understand what God hath designed for him, and why the Lord hath set him in safety."," فَإِنَّهُمْ يُبْصِرُونَ مَوْتَ الْحَكِيمِ، وَلاَ يَفْقَهُونَ مَاذَا أَرَادَ الرَّبُّ بِهِ، وَلِمَاذَا نَقَلَهُ إِلَى عِصْمَتِهِ."
4,18,"They shall see him, and shall despise him: but the Lord shall laugh them to scorn."," يُبْصِرُونَ وَيَزْدَرُونَ، وَالرَّبُّ يَسْتَهْزِئُ بِهِمْ."
4,19,"And they shall fall after this without honour, and be a reproach among the dead for ever: for he shall burst them puffed up and speechless, and shall shake them from the foundations, and they shall be utterly laid waste: they shall be in sorrow, and their memory shall perish."," سَيَسْقُطُونَ مِنْ بَعْدُ سُقُوطاً مُهِيناً، وَيَكُونُونَ عَاراً بَيْنَ الأَمْوَاتِ مَدَى الدُّهُورِ. فَإِنَّهُ يُحَطِّمُهُمْ وَهُمْ مُبْلِسُونَ مُطْرِقُونَ، وَيَقْتَلِعُهُمْ مِنَ الأُسُسِ، وَيُتِمُّ خَرَابَهُمْ؛ فَيَكُونُونَ فِي الْعَذَابِ وَذِكْرُهُمْ يَهْلِكُ."
4,20,"They shall come with fear at the thought of their sins, and their iniquities shall stand against them to convict them."," يَتَقَدَّمُونَ فَزِعِينَ مِنْ تَذَكُّرِ خَطَايَاهُمْ، وَآثَامُهُمْ تَحُجُّهُمْ فِي وُجُوهِهِمْ."
5,1,"Then shall the just stand with great constancy against those that have afflicted them, and taken away their labours."," حِينَئِذٍ يَقُومُ الصِّدِّيقُ بِجُرْأَةٍ عَظِيمَةٍ فِي وُجُوهِ الَّذِينَ ضَايَقُوهُ، وَجَعَلُوا أَتْعَابَهُ بَاطِلَةً."
5,2,"These seeing it, shall be troubled with terrible fear, and shall be amazed at the suddenness of their unexpected salvation."," فَإِذَا رَأَوْهُ يَضْطَرِبُونَ مِنْ شِدَّةِ الْجَزَعِ، وَيَنْذَهِلُونَ مِنْ خَلاَصٍ لَمْ يَكُونُوا يَظُنُّونَهُ،"
5,3,"Saying within themselves, repenting, and groaning for anguish of spirit: These are they, whom we had some time in derision, and for a parable of reproach."," وَيَقُولُونَ فِي أَنْفُسِهِمْ نَادِمِينَ، وَهُمْ يَنُوحُونَ مِنْ ضِيقِ صُدُورِهِمْ: «هذَا الَّذِي كُنَّا حِيناً نَتَّخِذُهُ سُخْرَةً وَمَثَلاً لِلْعَارِ."
5,4,"We fools esteemed their life madness, and their end without honour."," وَكُنَّا نَحْنُ الْجُهَّالَ نَحْسَبُ حَيَاتَهُ جُنُوناً، وَمَوْتَهُ هَوَاناً."
5,5,"Behold how they are numbered among the children of God, and their lot is among the saints."," فَكَيْفَ أَصْبَحَ مَعْدُوداً فِي بَنِي اللهِ، وَحَظُّهُ بَيْنَ الْقِدِّيسِينَ؟!"
5,6,"Therefore we have erred from the way of truth, and the light of justice hath not shined unto us, and the sun of understanding hath not risen upon us."," لَقَدْ ضَلَلْنَا عَنْ طَرِيقِ الْحَقِّ، وَلَمْ يُضِئْ لَنَا نُورُ الْبِرِّ، وَلَمْ تُشْرِقْ عَلَيْنَا الشَّمْسُ."
5,7,"We wearied ourselves in the way of iniquity and destruction, and have walked through hard ways, but the way of the Lord we have not known."," أَعْيَيْنَا فِي سُبُلِ الإِثْمِ وَالْهَلاَكِ، وَهِمْنَا فِي مَتَايِهَ لاَ طَرِيقَ فِيهَا، وَلَمْ نَعْلَمْ طَرِيقَ الرَّبِّ."
5,8,What hath pride profited us? or what advantage hath the boasting of riches brought us?," فَمَاذَا نَفَعَتْنَا الْكِبْرِيَاءُ، وَمَاذَا أَفَادَنَا افْتِخَارُنَا بِالأَمْوَالِ."
5,9,"All those things are passed away like a shadow, and like a post that runneth on,", قَدْ مَضَى ذلِكَ كُلُّهُ كَالظِّلِّ وَكَالْخَبَرِ السَّائِرِ.
5,10,"And as a ship that passeth through the waves: whereof when it is gone by, the trace cannot be found, nor the path of its keel in the waters:"," أَوْ كَالسَّفِينَةِ الْجَارِيَةِ عَلَى الْمَاءِ الْمُتَمَوِّجِ، الَّتِي بَعْدَ مُرُورِهَا لاَ تَجِدُ أَثَرَهَا، وَلاَ خَطَّ حَيْزُومِهَا فِي الأَمْوَاجِ."
